,tradeDate,secID,ticker,assetClass,exchangeCD,secShortName,currencyCD,finVal,finBuyVal,finRefundVal,secVol,secSellVol,secRefundVol,secVal,tradeVal
23,2016-09-13,000333.XSHE,000333,E,XSHE,美的集团,CNY,1887815938,21628343,41428415,663281,109600,29200,17470821,1905286759
24,2016-09-12,000333.XSHE,000333,E,XSHE,美的集团,CNY,1907616010,63571970,74838284,582881,49900,35832,15323942,1922939952
25,2016-09-09,000333.XSHE,000333,E,XSHE,美的集团,CNY,1918882324,29629660,78661285,568813,4532,327400,15369327,1934251651
26,2016-09-08,000333.XSHE,000333,E,XSHE,美的集团,CNY,1967913949,50755153,48457130,891681,22400,17200,24262641,1992176590
27,2016-09-07,000333.XSHE,000333,E,XSHE,美的集团,CNY,1965615926,73760352,75484919,886481,57000,38400,24138878,1989754804
28,2016-09-06,000333.XSHE,000333,E,XSHE,美的集团,CNY,1967340493,89306677,103670079,867881,73400,68000,23701831,1991042324
29,2016-09-05,000333.XSHE,000333,E,XSHE,美的集团,CNY,1981703895,63074858,89285799,862481,37800,78400,23657855,2005361750
30,2016-09-02,000333.XSHE,000333,E,XSHE,美的集团,CNY,2007914836,138296785,97132912,903081,146500,40000,24491556,2032406392
31,2016-09-01,000333.XSHE,000333,E,XSHE,美的集团,CNY,1966750963,52030206,84192394,796581,85300,86260,21882080,1988633043
32,2016-08-31,000333.XSHE,000333,E,XSHE,美的集团,CNY,1998913151,98865027,122912178,797541,357341,48000,21852623,2020765774
33,2016-08-30,000333.XSHE,000333,E,XSHE,美的集团,CNY,2022960302,71738614,92590498,488200,31300,211300,13117935,2036078237
34,2016-08-29,000333.XSHE,000333,E,XSHE,美的集团,CNY,2043812186,41744462,49089637,668200,83700,11100,18074811,2061886997
35,2016-08-26,000333.XSHE,000333,E,XSHE,美的集团,CNY,2051157361,83808822,78545375,595600,135500,210600,16212232,2067369593
36,2016-08-25,000333.XSHE,000333,E,XSHE,美的集团,CNY,2045893914,105009439,120677043,670700,64100,43000,18444250,2064338164
37,2016-08-24,000333.XSHE,000333,E,XSHE,美的集团,CNY,2061561518,77762576,94333184,649600,13000,39500,17734080,2079295598
38,2016-08-23,000333.XSHE,000333,E,XSHE,美的集团,CNY,2078132126,124680691,98994643,676100,53300,14535,18680644,2096812770
39,2016-08-22,000333.XSHE,000333,E,XSHE,美的集团,CNY,2052446078,92631316,66955324,637335,12635,37400,17475725,2069921803
40,2016-08-19,000333.XSHE,000333,E,XSHE,美的集团,CNY,2026770086,91490328,99296701,662100,7300,56500,18446106,2045216192
41,2016-08-18,000333.XSHE,000333,E,XSHE,美的集团,CNY,2034576459,129840364,146478888,711300,66600,17300,19966192,2054542651
42,2016-08-17,000333.XSHE,000333,E,XSHE,美的集团,CNY,2051214983,156638470,186779306,662000,60900,68700,18820661,2070035644
43,2016-08-16,000333.XSHE,000333,E,XSHE,美的集团,CNY,2081355819,240048946,251616247,669800,179700,36700,18988831,2100344650
44,2016-08-15,000333.XSHE,000333,E,XSHE,美的集团,CNY,2092923120,296657038,247579456,526800,360600,128500,14708256,2107631376
45,2016-08-12,000333.XSHE,000333,E,XSHE,美的集团,CNY,2043845538,178270035,194799146,294700,26200,44900,7968688,2051814226
46,2016-08-11,000333.XSHE,000333,E,XSHE,美的集团,CNY,2060374649,78870076,143982991,313400,27900,13500,8537016,2068911665
47,2016-08-10,000333.XSHE,000333,E,XSHE,美的集团,CNY,2125487564,179926783,121216327,299000,400,89900,8141771,2133629335
48,2016-08-09,000333.XSHE,000333,E,XSHE,美的集团,CNY,2066777108,157722015,174976078,388500,17300,16000,10811956,2077589064
49,2016-08-08,000333.XSHE,000333,E,XSHE,美的集团,CNY,2084031171,147050524,135627838,387200,22600,25400,10721569,2094752740
50,2016-08-05,000333.XSHE,000333,E,XSHE,美的集团,CNY,2072608485,222343792,219353437,390000,21100,43000,10908301,2083516786
51,2016-08-04,000333.XSHE,000333,E,XSHE,美的集团,CNY,2069618130,124229849,144365938,411900,23600,42700,11405512,2081023642
52,2016-08-03,000333.XSHE,000333,E,XSHE,美的集团,CNY,2089754219,154906581,124870537,431000,28600,18366,12072311,2101826530
53,2016-08-02,000333.XSHE,000333,E,XSHE,美的集团,CNY,2059718175,142952205,136403810,420766,42200,15000,11613142,2071331317
54,2016-08-01,000333.XSHE,000333,E,XSHE,美的集团,CNY,2053169780,156589522,201724246,393566,27466,36400,10925392,2064095172
55,2016-07-29,000333.XSHE,000333,E,XSHE,美的集团,CNY,2098304504,326694276,304617235,402500,37700,100300,11350500,2109655004
56,2016-07-28,000333.XSHE,000333,E,XSHE,美的集团,CNY,2076227463,359469293,220675754,465100,165000,92600,12920478,2089147941
57,2016-07-27,000333.XSHE,000333,E,XSHE,美的集团,CNY,1937433924,148704429,315730500,392700,54200,90700,10587192,1948021116
58,2016-07-26,000333.XSHE,000333,E,XSHE,美的集团,CNY,2104459995,231156530,198918563,429200,73200,104300,11820168,2116280163
59,2016-07-25,000333.XSHE,000333,E,XSHE,美的集团,CNY,2072222028,197378667,129339403,460300,68200,40400,12271598,2084493626
60,2016-07-22,000333.XSHE,000333,E,XSHE,美的集团,CNY,2004182764,287215154,148818438,432500,13300,86300,11798600,2015981364
61,2016-07-21,000333.XSHE,000333,E,XSHE,美的集团,CNY,1865786048,240698477,240704740,505500,169200,34000,14189386,1879975434
62,2016-07-20,000333.XSHE,000333,E,XSHE,美的集团,CNY,1865792311,104096944,105263091,370300,0,114000,10109190,1875901501
63,2016-07-19,000333.XSHE,000333,E,XSHE,美的集团,CNY,1866958458,219103162,166227469,484300,135200,47700,13294036,1880252494
64,2016-07-18,000333.XSHE,000333,E,XSHE,美的集团,CNY,1814082765,198231037,148508912,396800,76500,37600,11292928,1825375693
65,2016-07-15,000333.XSHE,000333,E,XSHE,美的集团,CNY,1764360640,301170579,265190554,357900,122300,54500,10253836,1774614476
66,2016-07-14,000333.XSHE,000333,E,XSHE,美的集团,CNY,1728380615,167280231,140076472,290100,6700,88100,7844304,1736224919
67,2016-07-13,000333.XSHE,000333,E,XSHE,美的集团,CNY,1701176856,299454470,212218265,371500,71800,23600,10160526,1711337382
68,2016-07-12,000333.XSHE,000333,E,XSHE,美的集团,CNY,1613940651,282478533,302130038,323300,86900,90150,8877818,1622818469
69,2016-07-11,000333.XSHE,000333,E,XSHE,美的集团,CNY,1633592156,211548317,150215670,326550,108000,46100,8150688,1641742844
70,2016-07-08,000333.XSHE,000333,E,XSHE,美的集团,CNY,1572259509,87517977,78212997,264650,19100,64100,6391299,1578650808
71,2016-07-07,000333.XSHE,000333,E,XSHE,美的集团,CNY,1562954529,82350052,130736609,309650,95000,14900,7567846,1570522375
72,2016-07-06,000333.XSHE,000333,E,XSHE,美的集团,CNY,1611341086,104036941,86211268,229550,115900,44900,5596429,1616937515
73,2016-07-05,000333.XSHE,000333,E,XSHE,美的集团,CNY,1593515413,117774321,60683096,158550,53600,19800,3821055,1597336468
74,2016-07-04,000333.XSHE,000333,E,XSHE,美的集团,CNY,1536424188,108339597,116339147,124750,33300,52400,3050139,1539474327
75,2016-07-01,000333.XSHE,000333,E,XSHE,美的集团,CNY,1544423738,119272109,86136093,143850,1000,82800,3463908,1547887646
76,2016-06-30,000333.XSHE,000333,E,XSHE,美的集团,CNY,1511287722,77344197,86569729,225650,120500,16700,5352418,1516640140
77,2016-06-29,000333.XSHE,000333,E,XSHE,美的集团,CNY,1520513254,75795263,62915332,121850,41200,67150,2847636,1523360890
78,2016-06-28,000333.XSHE,000333,E,XSHE,美的集团,CNY,1507633323,80051642,56893661,147800,31900,75395,3451131,1511084454
79,2016-06-27,000333.XSHE,000333,E,XSHE,美的集团,CNY,1484475342,72498776,79998756,191295,58879,110292,4522214,1488997556
80,2016-06-24,000333.XSHE,000333,E,XSHE,美的集团,CNY,1491975322,51240851,53238283,242708,10100,44800,5541025,1497516347
81,2016-06-23,000333.XSHE,000333,E,XSHE,美的集团,CNY,1493972754,38003300,27701027,277408,6000,49100,6297161,1500269915
82,2016-06-22,000333.XSHE,000333,E,XSHE,美的集团,CNY,1483670481,46901188,31027127,320508,8200,3000,7358863,1491029344
83,2016-06-21,000333.XSHE,000333,E,XSHE,美的集团,CNY,1467796420,33738167,39725213,315308,8000,30000,7163798,1474960218
84,2016-06-20,000333.XSHE,000333,E,XSHE,美的集团,CNY,1473783466,62731089,60801768,337308,114866,18200,7744591,1481528057
85,2016-06-17,000333.XSHE,000333,E,XSHE,美的集团,CNY,1471854145,58166166,57907783,240642,59000,7800,5397602,1477251747
86,2016-06-16,000333.XSHE,000333,E,XSHE,美的集团,CNY,1471595762,54775228,33816936,189442,2000,53100,4235923,1475831685
87,2016-06-15,000333.XSHE,000333,E,XSHE,美的集团,CNY,1450637470,53353560,66373766,240542,8300,500,5479547,1456117017
88,2016-06-14,000333.XSHE,000333,E,XSHE,美的集团,CNY,1463657676,41285472,49083309,232742,21800,5450,5255314,1468912990
89,2016-06-13,000333.XSHE,000333,E,XSHE,美的集团,CNY,1471455513,79659359,41514386,216392,0,80125,4825542,1476281055
90,2016-06-08,000333.XSHE,000333,E,XSHE,美的集团,CNY,1433310540,62617899,61693048,296517,0,0,6725006,1440035546
91,2016-06-07,000333.XSHE,000333,E,XSHE,美的集团,CNY,1432385689,101929565,60686299,296517,0,150,6858439,1439244128
92,2016-06-06,000333.XSHE,000333,E,XSHE,美的集团,CNY,1391142423,86409656,111827637,296667,39142,38350,7039909,1398182332
93,2016-06-03,000333.XSHE,000333,E,XSHE,美的集团,CNY,1416560404,95519167,127638624,295875,18100,10700,6828795,1423389199
94,2016-06-02,000333.XSHE,000333,E,XSHE,美的集团,CNY,1448679861,124267410,132608186,288475,10400,42400,6507996,1455187857
95,2016-06-01,000333.XSHE,000333,E,XSHE,美的集团,CNY,1457020637,220656169,77235379,320475,86200,17650,7326058,1464346695
96,2016-05-31,000333.XSHE,000333,E,XSHE,美的集团,CNY,1313599847,0,6817055,251925,0,0,5378602,1318978449
97,2016-05-30,000333.XSHE,000333,E,XSHE,美的集团,CNY,1320416902,0,1409149,251925,0,0,5378602,1325795504
98,2016-05-27,000333.XSHE,000333,E,XSHE,美的集团,CNY,1321826051,0,6662031,251925,0,0,5378602,1327204653
99,2016-05-26,000333.XSHE,000333,E,XSHE,美的集团,CNY,1328488082,0,3715412,251925,0,0,5378602,1333866684
100,2016-05-25,000333.XSHE,000333,E,XSHE,美的集团,CNY,1332203494,0,4793016,251925,0,0,5378602,1337582096
101,2016-05-24,000333.XSHE,000333,E,XSHE,美的集团,CNY,1336996510,0,3833875,251925,0,0,5378602,1342375112
102,2016-05-23,000333.XSHE,000333,E,XSHE,美的集团,CNY,1340830385,0,7513176,251925,0,0,5378602,1346208987
103,2016-05-20,000333.XSHE,000333,E,XSHE,美的集团,CNY,1348343561,0,7371265,251925,0,0,5378602,1353722163
104,2016-05-19,000333.XSHE,000333,E,XSHE,美的集团,CNY,1355714826,0,5535201,251925,0,0,5378602,1361093428
105,2016-05-18,000333.XSHE,000333,E,XSHE,美的集团,CNY,1361250027,0,14763619,251925,0,24500,5378602,1366628629
106,2016-05-17,000333.XSHE,000333,E,XSHE,美的集团,CNY,1376013646,48172776,59673389,276425,39983,100,5901677,1381915323
107,2016-05-16,000333.XSHE,000333,E,XSHE,美的集团,CNY,1387514259,53194797,50432204,236542,2000,0,5156616,1392670875
108,2016-05-13,000333.XSHE,000333,E,XSHE,美的集团,CNY,1384751666,37071770,53925312,234542,400,45200,5045001,1389796667
109,2016-05-12,000333.XSHE,000333,E,XSHE,美的集团,CNY,1401605208,68978403,77142577,279342,300,2400,6117590,1407722798
110,2016-05-11,000333.XSHE,000333,E,XSHE,美的集团,CNY,1409769382,71008759,119218634,281442,37400,29400,6180466,1415949848
111,2016-05-10,000333.XSHE,000333,E,XSHE,美的集团,CNY,1457979257,68790628,60791538,273442,11100,500,5764157,1463743414
112,2016-05-09,000333.XSHE,000333,E,XSHE,美的集团,CNY,1449980167,38682744,50033000,262842,500,1000,5348838,1455329005
113,2016-05-06,000333.XSHE,000333,E,XSHE,美的集团,CNY,1461330423,49435173,92656822,263342,1200,-85814,5359013,1466689436
114,2016-05-05,000333.XSHE,000333,E,XSHE,美的集团,CNY,1504552072,73235767,64370542,176328,13500,700,5817061,1510369133
115,2016-05-04,000333.XSHE,000333,E,XSHE,美的集团,CNY,1495686847,98689035,55658728,163528,1100,12500,5389883,1501076730
116,2016-05-03,000333.XSHE,000333,E,XSHE,美的集团,CNY,1452656540,84553378,115113325,174928,2500,37200,5919564,1458576104
117,2016-04-29,000333.XSHE,000333,E,XSHE,美的集团,CNY,1483216487,63609331,89740793,209628,59700,9700,6729059,1489945546
118,2016-04-28,000333.XSHE,000333,E,XSHE,美的集团,CNY,1509347949,42618062,28911610,159628,5000,500,4913350,1514261299
119,2016-04-27,000333.XSHE,000333,E,XSHE,美的集团,CNY,1495641497,20779806,37644847,155128,0,0,4805865,1500447362
120,2016-04-26,000333.XSHE,000333,E,XSHE,美的集团,CNY,1512506538,16408426,40624605,155128,0,7600,4867917,1517374455
121,2016-04-25,000333.XSHE,000333,E,XSHE,美的集团,CNY,1536722717,45271430,57024631,162728,11300,59200,5077114,1541799831
122,2016-04-22,000333.XSHE,000333,E,XSHE,美的集团,CNY,1548475918,55450417,65540018,210628,43700,0,6487342,1554963260
123,2016-04-21,000333.XSHE,000333,E,XSHE,美的集团,CNY,1558565519,16952084,28935930,166928,0,8570,4964439,1563529958
124,2016-04-20,000333.XSHE,000333,E,XSHE,美的集团,CNY,1570549365,66935124,69864925,175498,27870,2900,5243881,1575793246
125,2016-04-19,000333.XSHE,000333,E,XSHE,美的集团,CNY,1573479166,34490578,29354710,150528,4000,700,4633252,1578112418
126,2016-04-18,000333.XSHE,000333,E,XSHE,美的集团,CNY,1568343298,32125708,33218252,147228,0,0,4508121,1572851419
127,2016-04-15,000333.XSHE,000333,E,XSHE,美的集团,CNY,1569435842,21909842,35863963,147228,0,11000,4558179,1573994021
128,2016-04-14,000333.XSHE,000333,E,XSHE,美的集团,CNY,1583389963,27828404,49030587,158228,6000,5900,4892410,1588282373
129,2016-04-13,000333.XSHE,000333,E,XSHE,美的集团,CNY,1604592146,70085354,78930246,158128,8500,700,4851367,1609443513
130,2016-04-12,000333.XSHE,000333,E,XSHE,美的集团,CNY,1613437038,28710905,39405874,150328,13600,1800,4578991,1618016029
131,2016-04-11,000333.XSHE,000333,E,XSHE,美的集团,CNY,1624132007,38232143,41442123,138528,5700,0,4211251,1628343258
132,2016-04-08,000333.XSHE,000333,E,XSHE,美的集团,CNY,1627341987,39051375,48867256,132828,0,28000,3987497,1631329484
133,2016-04-07,000333.XSHE,000333,E,XSHE,美的集团,CNY,1637157868,60574540,52230239,160828,4500,11100,4840923,1641998791
134,2016-04-06,000333.XSHE,000333,E,XSHE,美的集团,CNY,1628813567,58273212,46984997,167428,400,2100,5148411,1633961978
135,2016-04-05,000333.XSHE,000333,E,XSHE,美的集团,CNY,1617525352,64914802,41998355,169128,2600,30000,5207451,1622732803
136,2016-04-01,000333.XSHE,000333,E,XSHE,美的集团,CNY,1594608905,35328366,43695249,196528,3400,1300,6011792,1600620697
137,2016-03-31,000333.XSHE,000333,E,XSHE,美的集团,CNY,1602975788,74215501,66704447,194428,51300,100,5998104,1608973892
138,2016-03-30,000333.XSHE,000333,E,XSHE,美的集团,CNY,1595464734,77916492,87283387,143228,700,3100,4372751,1599837485
139,2016-03-29,000333.XSHE,000333,E,XSHE,美的集团,CNY,1604831629,89484649,54081883,145628,1800,5000,4367384,1609199013
140,2016-03-28,000333.XSHE,000333,E,XSHE,美的集团,CNY,1569428863,118567657,96265728,148828,0,6800,4554137,1573983000
141,2016-03-25,000333.XSHE,000333,E,XSHE,美的集团,CNY,1547126934,82441019,42245478,155628,13100,53900,4886719,1552013653
142,2016-03-24,000333.XSHE,000333,E,XSHE,美的集团,CNY,1506931393,53607753,66923519,196428,54600,5200,6063732,1512995125
143,2016-03-23,000333.XSHE,000333,E,XSHE,美的集团,CNY,1520247159,51159259,36778584,147028,15200,3741,4452008,1524699167
144,2016-03-22,000333.XSHE,000333,E,XSHE,美的集团,CNY,1505866484,59488897,54825725,135569,3800,6500,4140277,1510006761
145,2016-03-21,000333.XSHE,000333,E,XSHE,美的集团,CNY,1501203312,73412891,52777048,138269,2100,4200,4200613,1505403925
146,2016-03-18,000333.XSHE,000333,E,XSHE,美的集团,CNY,1480567469,87659860,55104666,140369,6341,3000,4216685,1484784154
147,2016-03-17,000333.XSHE,000333,E,XSHE,美的集团,CNY,1448012275,28608919,28682903,137028,3000,500,4090286,1452102561
148,2016-03-16,000333.XSHE,000333,E,XSHE,美的集团,CNY,1448086259,32276623,25806795,134528,0,100,3936289,1452022548
149,2016-03-15,000333.XSHE,000333,E,XSHE,美的集团,CNY,1441616431,33911752,27826251,134628,0,23300,3990374,1445606805
150,2016-03-14,000333.XSHE,000333,E,XSHE,美的集团,CNY,1435530930,44066015,43852356,157928,23200,9500,4666772,1440197702
151,2016-03-11,000333.XSHE,000333,E,XSHE,美的集团,CNY,1435317271,21975902,22560399,144228,5500,6500,4182612,1439499883
152,2016-03-10,000333.XSHE,000333,E,XSHE,美的集团,CNY,1435901768,24970932,30881022,145228,3000,3100,4215969,1440117737
153,2016-03-09,000333.XSHE,000333,E,XSHE,美的集团,CNY,1441811858,18618335,41576887,145328,7000,3600,4182540,1445994398
154,2016-03-08,000333.XSHE,000333,E,XSHE,美的集团,CNY,1464770410,30134351,29280839,141928,6900,11500,4094623,1468865033
155,2016-03-07,000333.XSHE,000333,E,XSHE,美的集团,CNY,1463916898,37915206,24728438,146528,2700,4300,4283013,1468199911
156,2016-03-04,000333.XSHE,000333,E,XSHE,美的集团,CNY,1450730130,28443294,61457638,148128,10100,62800,4313487,1455043617
157,2016-03-03,000333.XSHE,000333,E,XSHE,美的集团,CNY,1483744474,31068212,33713494,200828,8700,0,5743681,1489488155
158,2016-03-02,000333.XSHE,000333,E,XSHE,美的集团,CNY,1486389756,40169148,120705686,192128,56000,1700,5606295,1491996051
159,2016-03-01,000333.XSHE,000333,E,XSHE,美的集团,CNY,1566926294,14026131,36386356,137828,100,6200,3715843,1570642137
160,2016-02-29,000333.XSHE,000333,E,XSHE,美的集团,CNY,1589286519,44447744,25361308,143928,2800,0,3752203,1593038722
161,2016-02-26,000333.XSHE,000333,E,XSHE,美的集团,CNY,1570200083,12926685,33849598,141128,1500,0,3787876,1573987959
162,2016-02-25,000333.XSHE,000333,E,XSHE,美的集团,CNY,1591122996,57862573,50043990,139628,5400,5800,3695953,1594818949
163,2016-02-24,000333.XSHE,000333,E,XSHE,美的集团,CNY,1583304413,45052145,19428708,140028,0,0,3898380,1587202793
164,2016-02-23,000333.XSHE,000333,E,XSHE,美的集团,CNY,1557680976,15825928,30047280,140028,2600,0,3902580,1561583556
165,2016-02-22,000333.XSHE,000333,E,XSHE,美的集团,CNY,1571902328,44484195,46628158,137428,0,0,3853481,1575755809
166,2016-02-19,000333.XSHE,000333,E,XSHE,美的集团,CNY,1574046291,19783043,33286845,137428,0,0,3793013,1577839304
167,2016-02-18,000333.XSHE,000333,E,XSHE,美的集团,CNY,1587550093,24997450,21960346,137428,500,7000,3828744,1591378837
168,2016-02-17,000333.XSHE,000333,E,XSHE,美的集团,CNY,1584512989,23434780,64918045,143928,400,100,4022788,1588535777
169,2016-02-16,000333.XSHE,000333,E,XSHE,美的集团,CNY,1625996254,39843504,30656426,143628,900,0,3984241,1629980495
170,2016-02-15,000333.XSHE,000333,E,XSHE,美的集团,CNY,1616809176,24362857,44330827,142728,0,100,3847947,1620657123
171,2016-02-05,000333.XSHE,000333,E,XSHE,美的集团,CNY,1636777146,17392856,49624356,142828,0,17500,3916344,1640693490
172,2016-02-04,000333.XSHE,000333,E,XSHE,美的集团,CNY,1669008646,17335563,32642085,160328,800,0,4375351,1673383997
173,2016-02-03,000333.XSHE,000333,E,XSHE,美的集团,CNY,1684315168,39235630,37356979,159528,0,800,4334376,1688649544
174,2016-02-02,000333.XSHE,000333,E,XSHE,美的集团,CNY,1682436517,26055192,32340234,160328,0,500,4426656,1686863173
175,2016-02-01,000333.XSHE,000333,E,XSHE,美的集团,CNY,1688721559,8656358,20621636,160828,0,0,4398646,1693120205
176,2016-01-29,000333.XSHE,000333,E,XSHE,美的集团,CNY,1700686837,15511043,36178703,160828,0,54100,4392213,1705079050
177,2016-01-28,000333.XSHE,000333,E,XSHE,美的集团,CNY,1721354497,24232213,34605925,214928,57000,0,5697741,1727052238
178,2016-01-27,000333.XSHE,000333,E,XSHE,美的集团,CNY,1731728209,36086196,78710023,157928,0,5700,4142451,1735870660
179,2016-01-26,000333.XSHE,000333,E,XSHE,美的集团,CNY,1774352036,48154758,81352643,163628,1100,0,4229784,1778581820
180,2016-01-25,000333.XSHE,000333,E,XSHE,美的集团,CNY,1807549921,37978530,54920733,162528,600,0,4420762,1811970683
181,2016-01-22,000333.XSHE,000333,E,XSHE,美的集团,CNY,1824492124,62643319,60397598,161928,2000,600,4385010,1828877134
182,2016-01-21,000333.XSHE,000333,E,XSHE,美的集团,CNY,1822246403,111005969,47215437,160528,2200,400,4339072,1826585475
183,2016-01-20,000333.XSHE,000333,E,XSHE,美的集团,CNY,1758455871,74281670,44972100,158728,3000,1900,4449146,1762905017
184,2016-01-19,000333.XSHE,000333,E,XSHE,美的集团,CNY,1729146301,45657709,74327235,157628,4000,4000,4542839,1733689140
185,2016-01-18,000333.XSHE,000333,E,XSHE,美的集团,CNY,1757815827,92944685,64004356,157628,1600,6500,4382058,1762197885
186,2016-01-15,000333.XSHE,000333,E,XSHE,美的集团,CNY,1728875498,87565583,109738841,162528,1000,22200,4614170,1733489668
187,2016-01-14,000333.XSHE,000333,E,XSHE,美的集团,CNY,1751048756,66832492,84069274,183728,28300,20400,5438349,1756487105
188,2016-01-13,000333.XSHE,000333,E,XSHE,美的集团,CNY,1768285538,57939479,113772404,175828,11100,14500,5097254,1773382792
189,2016-01-12,000333.XSHE,000333,E,XSHE,美的集团,CNY,1824118463,58581313,63764292,179228,23700,5700,5163559,1829282022
190,2016-01-11,000333.XSHE,000333,E,XSHE,美的集团,CNY,1829301442,87474709,91155167,161228,3300,11700,4578875,1833880317
191,2016-01-08,000333.XSHE,000333,E,XSHE,美的集团,CNY,1832981900,134318348,160328276,169628,10000,5800,5056611,1838038511
192,2016-01-07,000333.XSHE,000333,E,XSHE,美的集团,CNY,1858991828,27406445,39191374,165428,0,10000,4804029,1863795857
193,2016-01-06,000333.XSHE,000333,E,XSHE,美的集团,CNY,1870776757,67980544,86441702,175428,11000,600,5541771,1876318528
194,2016-01-05,000333.XSHE,000333,E,XSHE,美的集团,CNY,1889237915,113527864,219401439,165028,39800,5500,5170327,1894408242
195,2016-01-04,000333.XSHE,000333,E,XSHE,美的集团,CNY,1995111490,131702127,90125681,130728,0,0,3885236,1998996726
196,2015-12-31,000333.XSHE,000333,E,XSHE,美的集团,CNY,1953535044,89491786,116352679,130728,30128,10800,4290493,1957825537
197,2015-12-30,000333.XSHE,000333,E,XSHE,美的集团,CNY,1980395937,197276809,158901540,111400,600,5500,3724102,1984120039
198,2015-12-29,000333.XSHE,000333,E,XSHE,美的集团,CNY,1942020668,162924225,143637838,116300,50400,26600,3848367,1945869035
199,2015-12-28,000333.XSHE,000333,E,XSHE,美的集团,CNY,1922734281,94471723,101707010,92500,21800,39700,2867500,1925601781
200,2015-12-25,000333.XSHE,000333,E,XSHE,美的集团,CNY,1929969568,80416367,83501333,110400,19800,23300,3549360,1933518928
201,2015-12-24,000333.XSHE,000333,E,XSHE,美的集团,CNY,1933054534,146672204,76937103,113900,3500,16500,3610630,1936665164
202,2015-12-23,000333.XSHE,000333,E,XSHE,美的集团,CNY,1863319433,139661596,133987050,126900,32400,2000,4117905,1867437338
203,2015-12-22,000333.XSHE,000333,E,XSHE,美的集团,CNY,1857644887,148565076,127775777,96500,800,19100,3131425,1860776312
204,2015-12-21,000333.XSHE,000333,E,XSHE,美的集团,CNY,1836855588,156762862,222766174,114800,56300,24400,3658676,1840514264
205,2015-12-18,000333.XSHE,000333,E,XSHE,美的集团,CNY,1902858900,95285407,75810431,82900,31800,40100,2463788,1905322688
206,2015-12-17,000333.XSHE,000333,E,XSHE,美的集团,CNY,1883383924,70693634,137208963,91200,8400,18900,2752416,1886136340
207,2015-12-16,000333.XSHE,000333,E,XSHE,美的集团,CNY,1949899253,64485929,67184127,101700,47400,12600,3028626,1952927879
